Name,Sex,NOC,Year,Sport,Event,Medal
Mikel Lasa Goikoetxea,M,ESP,1992,Football,Football Men's Football,Gold
Norka Latamblet Daudinot,F,CUB,1992,Volleyball,Volleyball Women's Volleyball,Gold
Andrey Ivanovich Lavrov,M,EUN,1992,Handball,Handball Men's Handball,Gold
Lee Eun-Cheol,M,KOR,1992,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Gold
Lee Eun-Gyeong,F,KOR,1992,Archery,Archery Women's Team,Gold
Lee Ho-Yeon,F,KOR,1992,Handball,Handball Women's Handball,Gold
Lee Mi-Yeong,F,KOR,1992,Handball,Handball Women's Handball,Gold
Waldemar Legie,M,POL,1992,Judo,Judo Men's Middleweight,Gold
Jens Lehmann,M,GER,1992,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
Juan Carlos Lemus Garca,M,CUB,1992,Boxing,Boxing Men's Light-Middleweight,Gold
Mark Edward Lenzi,M,USA,1992,Diving,Diving Men's Springboard,Gold
Dmitry Mikhaylovich Lepikov,M,EUN,1992,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
"Frederick Carlton ""Carl"" Lewis",M,USA,1992,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
"Frederick Carlton ""Carl"" Lewis",M,USA,1992,Athletics,Athletics Men's Long Jump,Gold
"Steven Earl ""Steve"" Lewis",M,USA,1992,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Li Hak-Son,M,PRK,1992,Wrestling,"Wrestling Men's Flyweight, Freestyle",Gold
Li Xiaoshuang,M,CHN,1992,Gymnastics,Gymnastics Men's Floor Exercise,Gold
Lin Li,F,CHN,1992,Swimming,Swimming Women's 200 metres Individual Medley,Gold
Omar Linares Izquierdo,M,CUB,1992,Baseball,Baseball Men's Baseball,Gold
Yves Loday,M,FRA,1992,Sailing,Sailing Mixed Multihull,Gold
Giovanni Lombardi,M,ITA,1992,Cycling,Cycling Men's Points Race,Gold
"Juan Manuel ""Juanma"" Lpez Martnez",M,ESP,1992,Football,Football Men's Football,Gold
Martn Lpez-Zubero Purcell,M,ESP,1992,Swimming,Swimming Men's 200 metres Backstroke,Gold
Lea E. Loveless (-Maurer),F,USA,1992,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
Lu Li,F,CHN,1992,Gymnastics,Gymnastics Women's Uneven Bars,Gold
Lu Lin,M,CHN,1992,Table Tennis,Table Tennis Men's Doubles,Gold
Alejandrina Mireya Luis Hernndez,F,CUB,1992,Volleyball,Volleyball Women's Volleyball,Gold
Luis Enrique Martnez Garca,M,ESP,1992,Football,Football Men's Football,Gold
Konstantin Leonidovich Lukashik,M,EUN,1992,Shooting,"Shooting Men's Free Pistol, 50 metres",Gold
Tetiana Feliksivna Lysenko,F,EUN,1992,Gymnastics,Gymnastics Women's Team All-Around,Gold
Tetiana Feliksivna Lysenko,F,EUN,1992,Gymnastics,Gymnastics Women's Balance Beam,Gold
Anna Maiques i Dern,F,ESP,1992,Hockey,Hockey Women's Hockey,Gold
Karl Malone,M,USA,1992,Basketball,Basketball Men's Basketball,Gold
Domingo Jos Manrique de Lara Peate,M,ESP,1992,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Gold
Silvia Manrique Prez,F,ESP,1992,Hockey,Hockey Women's Hockey,Gold
"Elisabeth ""Eli"" Maragall i Verge",F,ESP,1992,Hockey,Hockey Women's Hockey,Gold
Rogelio Marcelo Garca,M,CUB,1992,Boxing,Boxing Men's Light-Flyweight,Gold
Robert Davies Marland,M,CAN,1992,Rowing,Rowing Men's Coxed Eights,Gold
"Michael Lawrence ""Mike"" Marsh",M,USA,1992,Athletics,Athletics Men's 200 metres,Gold
"Michael Lawrence ""Mike"" Marsh",M,USA,1992,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Maritza Martn Garca,F,CUB,1992,Athletics,Athletics Women's Discus Throw,Gold
"Mara Isabel ""Maribel"" Martnez de Murgua Embara",F,ESP,1992,Hockey,Hockey Women's Hockey,Gold
"Angelina L. ""Angel"" Martino (Myers-, -Sims)",F,USA,1992,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Aleksandr Anatolyevich Maseykov,M,EUN,1992,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Gold
Maurcio Camargo Lima,M,BRA,1992,Volleyball,Volleyball Men's Volleyball,Gold
Torsten May,M,GER,1992,Boxing,Boxing Men's Light-Heavyweight,Gold
Christian Mayerhfer,M,GER,1992,Hockey,Hockey Men's Hockey,Gold
Marnie Elizabeth McBean,F,CAN,1992,Rowing,Rowing Women's Coxless Pairs,Gold
Marnie Elizabeth McBean,F,CAN,1992,Rowing,Rowing Women's Coxed Eights,Gold
"Michael Scott ""Mike"" McKay",M,AUS,1992,Rowing,Rowing Men's Coxless Fours,Gold
Mark Anthony McKoy,M,CAN,1992,Athletics,Athletics Men's 110 metres Hurdles,Gold
Launi Kay Meili (-Geddes),F,USA,1992,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Gold
Sven Meinhardt,M,GER,1992,Hockey,Hockey Men's Hockey,Gold
Alfonso Menndez Valln,M,ESP,1992,Archery,Archery Men's Team,Gold
Germn Mesa Fresneda,M,CUB,1992,Baseball,Baseball Men's Baseball,Gold
Vctor Mesa Martnez,M,CUB,1992,Baseball,Baseball Men's Baseball,Gold
Erika Mszros,F,HUN,1992,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Gold
Michael Metz,M,GER,1992,Hockey,Hockey Men's Hockey,Gold
Christian Meyer,M,GER,1992,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold
Elisabeth Micheler-Jones,F,GER,1992,Canoeing,"Canoeing Women's Kayak Singles, Slalom",Gold
Klaus Michler,M,GER,1992,Hockey,Hockey Men's Hockey,Gold
Hctor Milin Prez,M,CUB,1992,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold
Israel Militosyan,M,EUN,1992,Weightlifting,Weightlifting Men's Lightweight,Gold
Lavinia Corina Miloovici,F,ROU,1992,Gymnastics,Gymnastics Women's Floor Exercise,Gold
Lavinia Corina Miloovici,F,ROU,1992,Gymnastics,Gymnastics Women's Horse Vault,Gold
Min Hye-Suk,F,KOR,1992,Handball,Handball Women's Handball,Gold
Irina Edvinovna Minkh,F,EUN,1992,Basketball,Basketball Women's Basketball,Gold
Hryhoriy Anatoliyovych Misiutin,M,EUN,1992,Gymnastics,Gymnastics Men's Team All-Around,Gold
Dennis Allen Mitchell,M,USA,1992,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Jessica Monroe (-Gonin),F,CAN,1992,Rowing,Rowing Women's Coxless Fours,Gold
Jessica Monroe (-Gonin),F,CAN,1992,Rowing,Rowing Women's Coxed Eights,Gold
"Pedro Pablo Morales, Jr.",M,USA,1992,Swimming,Swimming Men's 100 metres Butterfly,Gold
"Pedro Pablo Morales, Jr.",M,USA,1992,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
Jos Manuel Moreno Perin,M,ESP,1992,Cycling,"Cycling Men's 1,000 metres Time Trial",Gold
Teresa Motos Izeta,F,ESP,1992,Hockey,Hockey Women's Hockey,Gold
Yury Valeryevich Mukhin,M,EUN,1992,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Kerstin Mller,F,GER,1992,Rowing,Rowing Women's Quadruple Sculls,Gold
"Christopher Paul ""Chris"" Mullin",M,USA,1992,Basketball,Basketball Men's Basketball,Gold
Mun Hyang-Ja,F,KOR,1992,Handball,Handball Women's Handball,Gold
Kristina Mundt (-Richter),F,GER,1992,Rowing,Rowing Women's Quadruple Sculls,Gold
Almudena Muoz Martnez,F,ESP,1992,Judo,Judo Women's Half-Lightweight,Gold
Nadia Anita Louise Nall (-Richesson),F,USA,1992,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
Nam Eun-Yeong,F,KOR,1992,Handball,Handball Women's Handball,Gold
Olga Vladimirovna Nazarova,F,EUN,1992,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
Marcelo Teles Negro,M,BRA,1992,Volleyball,Volleyball Men's Volleyball,Gold
Anke Nothnagel-von Seck,F,GER,1992,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold
Ccile Nowak (-Grasso),F,FRA,1992,Judo,Judo Women's Extra-Lightweight,Gold
Liliya Foatovna Nurutdinova,F,EUN,1992,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
Oh Seong-Ok,F,KOR,1992,Handball,Handball Women's Handball,Gold
Elisabeta Oleniuc-Lip,F,ROU,1992,Rowing,Rowing Women's Single Sculls,Gold
Nria Oliv Vancells,F,ESP,1992,Hockey,Hockey Women's Hockey,Gold
Jon C. Olsen,M,USA,1992,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
Jon C. Olsen,M,USA,1992,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
Philippe Louis Ren Marcel Omns,M,FRA,1992,Fencing,"Fencing Men's Foil, Individual",Gold
Henrietta nodi,F,HUN,1992,Gymnastics,Gymnastics Women's Horse Vault,Gold
Tania Ortz Calvo,F,CUB,1992,Volleyball,Volleyball Women's Volleyball,Gold
Antonio Pacheco Mass,M,CUB,1992,Baseball,Baseball Men's Baseball,Gold
Juan Padilla Alfonso,M,CUB,1992,Baseball,Baseball Men's Baseball,Gold
Pae Gil-Su,M,PRK,1992,Gymnastics,Gymnastics Men's Pommelled Horse,Gold
"Andr Felipe ""Pampa"" Falbo Ferreira",M,BRA,1992,Volleyball,Volleyball Men's Volleyball,Gold
Ulrich Papke,M,GER,1992,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
Park Gap-Suk,F,KOR,1992,Handball,Handball Women's Handball,Gold
Park Jang-Sun,M,KOR,1992,Wrestling,"Wrestling Men's Welterweight, Freestyle",Gold
Park Jeong-Rim,F,KOR,1992,Handball,Handball Women's Handball,Gold
Park Ju-Bong,M,KOR,1992,Badminton,Badminton Men's Doubles,Gold
"Paraskevi ""Voula"" Patoulidou (-Zarzavatsidou)",F,GRE,1992,Athletics,Athletics Women's 100 metres Hurdles,Gold
"Terrence Michael ""Terry"" Paul",M,CAN,1992,Rowing,Rowing Men's Coxed Eights,Gold
"Paulo Andr ""Paulo"" Jukoski da Silva",M,BRA,1992,Volleyball,Volleyball Men's Volleyball,Gold
Marie-Jos Juliana Prec (Hontas-),F,FRA,1992,Athletics,Athletics Women's 400 metres,Gold
Juan Carlos Prez Rondn,M,CUB,1992,Baseball,Baseball Men's Baseball,Gold
Kieren John Perkins,M,AUS,1992,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold
Andrey Borisovich Perlov,M,EUN,1992,Athletics,Athletics Men's 50 kilometres Walk,Gold
Uwe Peschel,M,GER,1992,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold
Birgit Peter (-Hndle),F,GER,1992,Rowing,Rowing Women's Quadruple Sculls,Gold
Hrachya Petikyan,M,EUN,1992,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Gold
Antonio Pinilla Miranda,M,ESP,1992,Football,Football Men's Football,Gold
Matthew Clive Pinsent,M,GBR,1992,Rowing,Rowing Men's Coxless Pairs,Gold
Scottie Maurice Pippen,M,USA,1992,Basketball,Basketball Men's Basketball,Gold
Mehmet Akif Pirim,M,TUR,1992,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Gold
Daniel Plaza Montero,M,ESP,1992,Athletics,Athletics Men's 20 kilometres Walk,Gold
Heorhiy Vadymovych Pohosov,M,EUN,1992,Fencing,"Fencing Men's Sabre, Team",Gold
Luk Pollert,M,TCH,1992,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Gold
Amedeo Pomilio,M,ITA,1992,Water Polo,Water Polo Men's Water Polo,Gold
Dimitrie Popescu,M,ROU,1992,Rowing,Rowing Men's Coxed Fours,Gold
Aleksandr Vladimirovich Popov,M,EUN,1992,Swimming,Swimming Men's 50 metres Freestyle,Gold
Aleksandr Vladimirovich Popov,M,EUN,1992,Swimming,Swimming Men's 100 metres Freestyle,Gold
Derek Porter-Nesbitt,M,CAN,1992,Rowing,Rowing Men's Coxed Eights,Gold
Ramona Portwich,F,GER,1992,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold
"Francesco ""Franco"" Porzio",M,ITA,1992,Water Polo,Water Polo Men's Water Polo,Gold
Giuseppe Porzio,M,ITA,1992,Water Polo,Water Polo Men's Water Polo,Gold
Stanislav Alekseyevich Pozdnyakov,M,EUN,1992,Fencing,"Fencing Men's Sabre, Team",Gold
Uwe Gerhard Proske,M,GER,1992,Fencing,"Fencing Men's epee, Team",Gold
Alejandro Puerto Daz,M,CUB,1992,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold
"Vladimir Vasilyevich ""Vlad"" Pyshnenko",M,EUN,1992,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Qian Hong,F,CHN,1992,Swimming,Swimming Women's 100 metres Butterfly,Gold
Qiao Hong,F,CHN,1992,Table Tennis,Table Tennis Women's Doubles,Gold
Dumitru Rducanu,M,ROU,1992,Rowing,Rowing Men's Coxed Fours,Gold
Virginia Ramrez Medino,F,ESP,1992,Hockey,Hockey Women's Hockey,Gold
Michael G. Rascher,M,CAN,1992,Rowing,Rowing Men's Coxed Eights,Gold
"Petrus Josephus ""Piet"" Raymakers",M,NED,1992,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
Heike Redetzky-Henkel (-Meier),F,GER,1992,Athletics,Athletics Women's High Jump,Gold
"Stephen Geoffrey ""Steven"" Redgrave",M,GBR,1992,Rowing,Rowing Men's Coxless Pairs,Gold
Thomas Reineck,M,GER,1992,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
Christopher Reitz,M,GER,1992,Hockey,Hockey Men's Hockey,Gold
Silke Renk (-Lange),F,GER,1992,Athletics,Athletics Women's Javelin Throw,Gold
Attila Repka,M,HUN,1992,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold
Odalis Rev Jimnez,F,CUB,1992,Judo,Judo Women's Middleweight,Gold
Mark Jeffrey Reynolds,M,USA,1992,Sailing,Sailing Mixed Two Person Keelboat,Gold
Wladimir Reznitschenko,M,GER,1992,Fencing,"Fencing Men's epee, Team",Gold
Michael Rich,M,GER,1992,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold
Bruce D. Robertson,M,CAN,1992,Rowing,Rowing Men's Coxed Eights,Gold
Clint David Robinson,M,AUS,1992,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Gold
David Maurice Robinson,M,USA,1992,Basketball,Basketball Men's Basketball,Gold
"Mara de los Angeles ""Masa"" Rodrguez Surez",F,ESP,1992,Hockey,Hockey Women's Hockey,Gold
Gillian Rolton,F,AUS,1992,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
Yelena Nikolayevna Romanova (Malykina-),F,EUN,1992,Athletics,"Athletics Women's 3,000 metres",Gold
"Berend ""Bert"" Romp",M,NED,1992,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
Marc Rosset,M,SUI,1992,Tennis,Tennis Men's Singles,Gold
Petra Rossner,F,GER,1992,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",Gold
"Jeffrey Norman ""Jeff"" Rouse",M,USA,1992,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
Jon Rnningen,M,NOR,1992,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Gold
Yelena Grigoryevna Rudkovskaya,F,EUN,1992,Swimming,Swimming Women's 100 metres Breaststroke,Gold
Iulic Ruican,M,ROU,1992,Rowing,Rowing Men's Coxed Fours,Gold
Yelena Ivanovna Ruzina (Rykunova-),F,EUN,1992,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
"Matthew Morgan ""Matt"" Ryan",M,AUS,1992,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Gold
"Matthew Morgan ""Matt"" Ryan",M,AUS,1992,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
Yevgeny Viktorovich Sadovy,M,EUN,1992,Swimming,Swimming Men's 200 metres Freestyle,Gold
Yevgeny Viktorovich Sadovy,M,EUN,1992,Swimming,Swimming Men's 400 metres Freestyle,Gold
Yevgeny Viktorovich Sadovy,M,EUN,1992,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Stefan Saliger,M,GER,1992,Hockey,Hockey Men's Hockey,Gold
Erika Salume,F,EST,1992,Cycling,Cycling Women's Sprint,Gold
"Francisco ""Kiko"" Snchez Luna",M,ESP,1992,Sailing,Sailing Men's Two Person Dinghy,Gold
"Summer Elisabeth Sanders (-Henderson, -Schlopy)",F,USA,1992,Swimming,Swimming Women's 200 metres Butterfly,Gold
"Summer Elisabeth Sanders (-Henderson, -Schlopy)",F,USA,1992,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
Flix Savn Fabr,M,CUB,1992,Boxing,Boxing Men's Heavyweight,Gold
Sybille Schmidt,F,GER,1992,Rowing,Rowing Women's Quadruple Sculls,Gold
Arnd Rdiger Schmitt,M,GER,1992,Fencing,"Fencing Men's epee, Team",Gold
Ulrich Rainer Schreck,M,GER,1992,Fencing,"Fencing Men's Foil, Team",Gold
Ralf Schumann,M,GER,1992,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Gold
"Gregory Mark Pascoe ""Greg"" Searle",M,GBR,1992,Rowing,Rowing Men's Coxed Pairs,Gold
"Jonathan William C. ""Jonny"" Searle",M,GBR,1992,Rowing,Rowing Men's Coxed Pairs,Gold
Steen Klaaborg Secher,M,DEN,1992,Sailing,Sailing Mixed Three Person Keelboat,Gold
Jesper Seier,M,DEN,1992,Sailing,Sailing Mixed Three Person Keelboat,Gold
Rustam Khalimdzhanovych Sharipov,M,EUN,1992,Gymnastics,Gymnastics Men's Team All-Around,Gold
Vitaly Venediktovich Shcherbo,M,EUN,1992,Gymnastics,Gymnastics Men's Individual All-Around,Gold
Vitaly Venediktovich Shcherbo,M,EUN,1992,Gymnastics,Gymnastics Men's Team All-Around,Gold
Vitaly Venediktovich Shcherbo,M,EUN,1992,Gymnastics,Gymnastics Men's Horse Vault,Gold
Vitaly Venediktovich Shcherbo,M,EUN,1992,Gymnastics,Gymnastics Men's Parallel Bars,Gold
Vitaly Venediktovich Shcherbo,M,EUN,1992,Gymnastics,Gymnastics Men's Rings,Gold
Vitaly Venediktovich Shcherbo,M,EUN,1992,Gymnastics,Gymnastics Men's Pommelled Horse,Gold
Aleksandr Sergeyevich Shirshov,M,EUN,1992,Fencing,"Fencing Men's Sabre, Team",Gold
Marina Konstantinovna Shmonina,F,EUN,1992,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
Yelena Petrovna Shvaybovich (Ksenzhik-),F,EUN,1992,Basketball,Basketball Women's Basketball,Gold
Carlo Silipo,M,ITA,1992,Water Polo,Water Polo Men's Water Polo,Gold
Khalid Skah,M,MAR,1992,Athletics,"Athletics Men's 10,000 metres",Gold
Arkadiusz Skrzypaszek,M,POL,1992,Modern Pentathlon,Modern Pentathlon Men's Individual,Gold
Arkadiusz Skrzypaszek,M,POL,1992,Modern Pentathlon,Modern Pentathlon Men's Team,Gold
John William Smith,M,USA,1992,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold
"Francisco ""Paco"" Soler Atencia",M,ESP,1992,Football,Football Men's Football,Gold
Roberto Solozbal Villanueva,M,ESP,1992,Football,Football Men's Football,Gold
Javier Sotomayor Sanabria,M,CUB,1992,Athletics,Athletics Men's High Jump,Gold
Ingo Spelly,M,GER,1992,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
ric Claude Franois Srecki,M,FRA,1992,Fencing,"Fencing Men's epee, Individual",Gold
Michael Steinbach,M,GER,1992,Rowing,Rowing Men's Quadruple Sculls,Gold
Stefan Steinweg,M,GER,1992,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
"Melvin ""Mel"" Stewart (-Monroe)",M,USA,1992,Swimming,Swimming Men's 200 metres Butterfly,Gold
"Melvin ""Mel"" Stewart (-Monroe)",M,USA,1992,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
Michael Detlef Stich,M,GER,1992,Tennis,Tennis Men's Doubles,Gold
John Houston Stockton,M,USA,1992,Basketball,Basketball Men's Basketball,Gold
Scott D. Strausbaugh,M,USA,1992,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold
"Michael Duane ""Mike"" Stulce",M,USA,1992,Athletics,Athletics Men's Shot Put,Gold
Naim Sleymanolu,M,TUR,1992,Weightlifting,Weightlifting Men's Featherweight,Gold
Irina Vladimirovna Sumnikova (Sviridenko-),F,EUN,1992,Basketball,Basketball Women's Basketball,Gold
Sun Shuwei,M,CHN,1992,Diving,Diving Men's Platform,Gold
"Lucia Francisca ""Susi"" Susanti Haditono",F,INA,1992,Badminton,Badminton Women's Singles,Gold
Bence Szab,M,HUN,1992,Fencing,"Fencing Men's Sabre, Individual",Gold
Neculai aga,M,ROU,1992,Rowing,Rowing Men's Coxed Fours,Gold
Viorel Talapan,M,ROU,1992,Rowing,Rowing Men's Coxed Fours,Gold
Talmo Curto de Oliveira,M,BRA,1992,Volleyball,Volleyball Men's Volleyball,Gold
"Alexandre ""Tande"" Ramos Samuel",M,BRA,1992,Volleyball,Volleyball Men's Volleyball,Gold
William Kiptarus Tanui,M,KEN,1992,Athletics,Athletics Men's 800 metres,Gold
Ashley Tara Tappin (-Doussan),F,USA,1992,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Maksim Vladimirovich Tarasov,M,EUN,1992,Athletics,Athletics Men's Pole Vault,Gold
Veniamin Igorevich Tayanovich,M,EUN,1992,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Brenda Susan Taylor,F,CAN,1992,Rowing,Rowing Women's Coxless Fours,Gold
Brenda Susan Taylor,F,CAN,1992,Rowing,Rowing Women's Coxed Eights,Gold
Maider Tellera Goi,F,ESP,1992,Hockey,Hockey Women's Hockey,Gold
Jan Peter Tewes,M,GER,1992,Hockey,Hockey Men's Hockey,Gold
Stefan Tewes,M,GER,1992,Hockey,Hockey Men's Hockey,Gold
"Marcus ""Mark"" Tewksbury",M,CAN,1992,Swimming,Swimming Men's 100 metres Backstroke,Gold
Andreas Tews,M,GER,1992,Boxing,Boxing Men's Featherweight,Gold
Monica Theodorescu,F,GER,1992,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
Joel Ladd Thomas,M,USA,1992,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
"Jennifer Elisabeth ""Jenny"" Thompson (-Cumpelik)",F,USA,1992,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
"Jennifer Elisabeth ""Jenny"" Thompson (-Cumpelik)",F,USA,1992,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
Lesley Allison Thompson-Willie,F,CAN,1992,Rowing,Rowing Women's Coxed Eights,Gold
Maryna Ihorivna Tkachenko (Kopcha-),F,EUN,1992,Basketball,Basketball Women's Basketball,Gold
James Bruce Tomkins,M,AUS,1992,Rowing,Rowing Men's Coxless Fours,Gold
"Antonio ""Toni"" Jimnez Sistachs",M,ESP,1992,Football,Football Men's Football,Gold
"Johannes Augustinus Petrus ""Jan"" Tops",M,NED,1992,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
Yelena Andonisovna Tornikidu,F,EUN,1992,Basketball,Basketball Women's Basketball,Gold
"Gwendolyn Lenna ""Gwen"" Torrence (-Waller, -Smith)",F,USA,1992,Athletics,Athletics Women's 200 metres,Gold
"Gwendolyn Lenna ""Gwen"" Torrence (-Waller, -Smith)",F,USA,1992,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
"Dara Grace Torres (-Hoffman, -Minas)",F,USA,1992,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Regla Radameris Torres Herrera,F,CUB,1992,Volleyball,Volleyball Women's Volleyball,Gold
Viktor Nikolayevich Tregubov,M,EUN,1992,Weightlifting,Weightlifting Men's Heavyweight I,Gold
Giovanna Trillini,F,ITA,1992,Fencing,"Fencing Women's Foil, Individual",Gold
Giovanna Trillini,F,ITA,1992,Fencing,"Fencing Women's Foil, Team",Gold
Derartu Tulu,F,ETH,1992,Athletics,"Athletics Women's 10,000 metres",Gold
Oleksandra Oleksandrivna Tymoshenko,F,EUN,1992,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Gold
Romas Ubartas,M,LTU,1992,Athletics,Athletics Men's Discus Throw,Gold
Luis Ulacia lvarez,M,CUB,1992,Baseball,Baseball Men's Baseball,Gold
Nicole Uphoff-Becker (-Selke),F,GER,1992,Equestrianism,"Equestrianism Mixed Dressage, Individual",Gold
Nicole Uphoff-Becker (-Selke),F,GER,1992,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
Ermidelio Urrutia Quiroga,M,CUB,1992,Baseball,Baseball Men's Baseball,Gold
Dorina Vaccaroni,F,ITA,1992,Fencing,"Fencing Women's Foil, Team",Gold
Jorge Luis Valds Berriel,M,CUB,1992,Baseball,Baseball Men's Baseball,Gold
Andrew Orlando Valmon,M,USA,1992,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Jos Mara van der Ploeg Garca,M,ESP,1992,Sailing,Sailing Men's One Person Dinghy,Gold
Ellen Gezina Maria van Langen,F,NED,1992,Athletics,Athletics Women's 800 metres,Gold
Lzaro Vargas lvarez,M,CUB,1992,Baseball,Baseball Men's Baseball,Gold
Igor Vladimirovich Vasilyev,M,EUN,1992,Handball,Handball Men's Handball,Gold
Antonio Vzquez Megido,M,ESP,1992,Archery,Archery Men's Team,Gold
Gabriel Vidal Nova,M,ESP,1992,Football,Football Men's Football,Gold
David Villabona Echalecu,M,ESP,1992,Football,Football Men's Football,Gold
Hctor Vinent Chron,M,CUB,1992,Boxing,Boxing Men's Light-Welterweight,Gold
Stephan Volkert,M,GER,1992,Rowing,Rowing Men's Quadruple Sculls,Gold
Mario von Appen,M,GER,1992,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
Aleksey Nikolayevich Voropayev,M,EUN,1992,Gymnastics,Gymnastics Men's Team All-Around,Gold
Udo Wagner,M,GER,1992,Fencing,"Fencing Men's Foil, Team",Gold
"Elizabeth Jane ""Janie"" Wagstaff",F,USA,1992,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
Jan-Ove Waldner,M,SWE,1992,Table Tennis,Table Tennis Men's Singles,Gold
John William Wallace,M,CAN,1992,Rowing,Rowing Men's Coxed Eights,Gold
Andreas Walzer,M,GER,1992,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
Wang Tao,M,CHN,1992,Table Tennis,Table Tennis Men's Doubles,Gold
Wang Yifu,M,CHN,1992,Shooting,"Shooting Men's Air Pistol, 10 metres",Gold
"Kathryn Anne ""Kathy"" Watt",F,AUS,1992,Cycling,"Cycling Women's Road Race, Individual",Gold
Quincy Dushawn Watts,M,USA,1992,Athletics,Athletics Men's 400 metres,Gold
Quincy Dushawn Watts,M,USA,1992,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Thorsten Weidner,M,GER,1992,Fencing,"Fencing Men's Foil, Team",Gold
Ingo Weienborn,M,GER,1992,Fencing,"Fencing Men's Foil, Team",Gold
Ronny Weller,M,GER,1992,Weightlifting,Weightlifting Men's Heavyweight II,Gold
Isabelle Regina Werth,F,GER,1992,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
Andr Willms,M,GER,1992,Rowing,Rowing Men's Quadruple Sculls,Gold
